imag_component,real_component,ace_imag,ace_real,ala_imag,ala_real,asc_imag,asc_real,asp_imag,asp_real,cr_imag,cr_real,gaba_imag,gaba_real,glc_imag,glc_real,gln_imag,gln_real,glu_imag,glu_real,gly_imag,gly_real,gpc_imag,gpc_real,gsh_imag,gsh_real,ins_imag,ins_real,lac_imag,lac_real,mac_imag,mac_real,naa_imag,naa_real,naag_imag,naag_real,pcho_imag,pcho_real,pcr_imag,pcr_real,pe_imag,pe_real,tau_imag,tau_real
-0.11820935,4.9084312,0.407464,-0.228029,-0.150949,-0.16547,0.0552238,0.203692,-0.0009264,-0.0333537,-0.0698267,-0.678511,0.0144833,-0.0204793,0.0552096,0.0370824,0.10491,0.0578715,0.112667,-0.0107155,0.173706,-0.249992,1.16591,-0.700555,0.16052,-0.0380101,-0.0663627,0.0661534,0.417781,0.0025266,0.0017928,0.0169804,0.187904,0.33959,0.318644,-0.0755703,0.946075,1.15521,-0.186711,0.209703,0.122749,0.133259,-0.0490261,-0.0696391
-0.043220225,-0.1905489,0.464004,0.0045306,-0.0327928,-0.224392,0.0198091,0.195888,0.0064125,-0.0369462,0.100583,-0.712761,0.0080063,-0.0178856,0.0532623,0.0282169,0.0925072,0.0748854,0.0886178,0.0311458,0.216975,-0.216546,1.29875,-0.361256,0.109137,-0.0273692,-0.0854303,0.0516558,0.33235,0.211855,-0.011421,0.0118114,-0.0203172,0.369531,0.317764,0.090448,0.589508,1.36576,-0.21372,0.0879851,0.0810625,0.137465,-0.0346922,-0.0887023
-0.43035423,4.0340207,0.400023,0.233741,0.100369,-0.204782,-0.0037705,0.181329,0.0213943,-0.0376797,0.286964,-0.697818,0.0072505,-0.0216954,0.061738,0.0168444,0.082061,0.0893506,0.0546464,0.0561168,0.261467,-0.175427,1.34009,-0.0001145,0.0632912,-0.0423401,-0.093084,0.0324784,0.1466,0.328517,-0.0155419,-0.0014312,-0.209439,0.290217,0.23943,0.231254,0.197335,1.47018,-0.187903,-0.0311022,0.0504731,0.13077,-0.0071918,-0.103895
-3.7650448,-4.9588912,0.231737,0.402864,0.199162,-0.110283,-0.0175771,0.170203,0.039644,-0.0274415,0.471033,-0.62398,0.0130616,-0.0239811,0.077801,0.0130088,0.0713797,0.107205,0.0170579,0.0659192,0.302505,-0.119002,1.28472,0.363273,0.0310985,-0.0744779,-0.0915574,0.0184735,-0.0652606,0.314603,-0.0078356,-0.0125748,-0.329383,0.129748,0.105402,0.315719,-0.202933,1.46964,-0.116407,-0.124297,0.030338,0.123714,0.029029,-0.104965
-1.8928178,1.0065892,-0.0002865,0.468055,0.224235,0.0255315,-0.030534,0.16675,0.0508286,-0.0046171,0.628442,-0.4923,0.0199943,-0.020628,0.0917961,0.0207013,0.0532304,0.129052,-0.0217229,0.0612216,0.329144,-0.0460473,1.12891,0.703783,0.0139776,-0.116473,-0.0898343,0.0135651,-0.223082,0.182068,0.0054516,-0.0132258,-0.352877,-0.065744,-0.0523361,0.324758,-0.589372,1.36794,-0.0171448,-0.176519,0.0129377,0.121292,0.0627084,-0.0881638
-4.5503077,2.8300343,-0.237727,0.408463,0.163947,0.150363,-0.05109,0.166214,0.0461037,0.0232363,0.737533,-0.317164,0.0224565,-0.0143851,0.0945975,0.0348186,0.0221191,0.14784,-0.0583867,0.0394819,0.331586,0.0353372,0.87732,0.990011,0.0118278,-0.165463,-0.0963309,0.0127344,-0.2695,-0.0142202,0.0139138,-0.0031035,-0.278022,-0.246244,-0.195593,0.254255,-0.94072,1.16841,0.0894219,-0.185026,-0.0092954,0.11983,0.0832346,-0.0592617
-1.0231575,-4.1278376,-0.416229,0.234352,0.0414958,0.214436,-0.0802991,0.158707,0.0249975,0.0436312,0.787464,-0.121559,0.0205788,-0.0116038,0.0845447,0.0450287,-0.0195995,0.153094,-0.0845523,-0.0015792,0.30815,0.111741,0.548777,1.19019,0.0280826,-0.220353,-0.112,0.0059057,-0.189285,-0.197283,0.0109263,0.0098003,-0.124473,-0.368558,-0.285814,0.118441,-1.23178,0.877146,0.188389,-0.156335,-0.0369342,0.110731,0.0876874,-0.0296294
-1.236508,3.2359633,-0.482336,-0.0108628,-0.0935699,0.192427,-0.110562,0.137025,-0.0035043,0.0473029,0.780349,0.0719423,0.0208378,-0.0154811,0.068715,0.0435966,-0.0613263,0.138662,-0.0877974,-0.0577743,0.266543,0.172415,0.175981,1.28169,0.0697665,-0.275909,-0.129104,-0.0142181,-0.0141707,-0.295501,-0.0013146,0.0153441,0.0723498,-0.402734,-0.293599,-0.0490461,-1.43418,0.509552,0.273038,-0.0987837,-0.0623406,0.0881691,0.082197,-0.0083327
-5.0349659,-4.4282889,-0.411561,-0.258956,-0.186583,0.0951005,-0.130977,0.102497,-0.0265944,0.0342899,0.726373,0.248434,0.0306695,-0.0214892,0.0575859,0.031235,-0.090272,0.108105,-0.0583281,-0.115126,0.218495,0.215264,-0.20187,1.25802,0.141853,-0.319173,-0.136604,-0.0463084,0.188063,-0.26841,-0.013458,0.0089752,0.266929,-0.336387,-0.210017,-0.200518,-1.52337,0.0943962,0.3409,-0.0166215,-0.0750222,0.0547954,0.0766699,0.0038173
-0.26776904,-5.1794459,-0.220058,-0.436102,-0.201751,-0.0356467,-0.135253,0.0644201,-0.0358974,0.013486,0.63591,0.401596,0.0511687,-0.0191022,0.0571414,0.0165567,-0.0997448,0.0734032,0.0030891,-0.153307,0.171802,0.246436,-0.549218,1.12888,0.240052,-0.332233,-0.128101,-0.0809743,0.337516,-0.122637,-0.0160993,-0.0047707,0.410411,-0.178672,-0.0540944,-0.287468,-1.48754,-0.328908,0.387186,0.0899268,-0.0695067,0.0210524,0.0769284,0.013829
0.86700189,-4.0093741,0.0371073,-0.487363,-0.137063,-0.146027,-0.126191,0.0335328,-0.0323133,-0.0039227,0.514597,0.528571,0.0737395,0.000915,0.0644003,0.0095567,-0.093614,0.0476353,0.0819511,-0.154788,0.125765,0.273919,-0.840939,0.913482,0.347889,-0.30049,-0.106351,-0.10731,0.372136,0.08839,-0.0069354,-0.0156591,0.46063,0.0374817,0.129374,-0.277874,-1.33253,-0.71919,0.401414,0.219017,-0.0497584,-0.0014731,0.080241,0.0301288
-3.0338842,-0.70770646,0.28271,-0.396563,-0.0231138,-0.194103,-0.113375,0.0144504,-0.0240193,-0.012186,0.36481,0.623608,0.083818,0.0388123,0.0697373,0.0140665,-0.0835977,0.0367408,0.154716,-0.114153,0.0733976,0.300092,-1.06223,0.632359,0.441167,-0.221169,-0.0809878,-0.120485,0.273297,0.282888,0.0074405,-0.015469,0.394976,0.258744,0.283294,-0.169795,-1.0793,-1.04346,0.370505,0.360806,-0.0267708,-0.0077027,0.0776155,0.0551274
0.51263553,3.450986,0.443374,-0.192457,0.0925506,-0.166328,-0.105844,0.0027749,-0.0193574,-0.0141494,0.191828,0.67606,0.0695669,0.0835385,0.0642252,0.0248842,-0.0812624,0.0362525,0.199098,-0.0414754,0.0086412,0.318921,-1.20317,0.303149,0.497671,-0.106194,-0.0612026,-0.124663,0.0760521,0.382363,0.0164535,-0.0042064,0.221564,0.423296,0.358319,0.0060525,-0.755611,-1.28201,0.286508,0.495941,-0.0111141,-0.0020151,0.0610836,0.0824491
-4.2973651,-4.2451202,0.474101,0.0618328,0.166721,-0.0798535,-0.105292,-0.0109681,-0.0201344,-0.0176494,0.009255,0.674799,0.0296436,0.117865,0.0464365,0.031734,-0.0904705,0.0352336,0.203756,0.0425394,-0.0669786,0.319952,-1.25341,-0.0572107,0.506115,0.0227207,-0.0489588,-0.129107,-0.14238,0.344693,0.0134718,0.0098726,-0.0179385,0.479618,0.330546,0.196836,-0.387856,-1.42636,0.153336,0.600914,-0.0060087,0.0056666,0.0304214,0.100972
-0.0013440919,0.062637038,0.37131,0.291254,0.176866,0.0284705,-0.104952,-0.033583,-0.0204581,-0.0281058,-0.161302,0.616007,-0.0253503,0.127692,0.0235668,0.0270402,-0.105607,0.024394,0.171598,0.116456,-0.143373,0.296096,-1.20201,-0.426829,0.468855,0.143569,-0.037865,-0.140469,-0.293421,0.184053,0.0007644,0.0164273,-0.257987,0.405292,0.208873,0.346528,0.0020633,-1.4729,-0.0125997,0.657157,-0.0060702,0.0076372,-0.0058266,0.102654
2.077191,1.61569,0.170289,0.433173,0.126142,0.119059,-0.0949688,-0.0635314,-0.011942,-0.0431439,-0.296995,0.508437,-0.0786849,0.109313,0.0060549,0.0116264,-0.116573,0.0023993,0.115395,0.166714,-0.207411,0.249292,-1.04308,-0.775458,0.397257,0.241952,-0.0185356,-0.157159,-0.315102,-0.0328183,-0.012221,0.0107513,-0.429458,0.217037,0.0294953,0.414426,0.393574,-1.41799,-0.188641,0.657836,-0.0025617,0.0041314,-0.0358364,0.0882597
3.0074508,-3.8445397,-0.0696012,0.454183,0.0375492,0.163897,-0.0701839,-0.0916348,0.0087867,-0.0534996,-0.382694,0.371902,-0.116434,0.0699709,-0.0002086,-0.0059578,-0.116548,-0.0240906,0.0495452,0.190016,-0.250847,0.189781,-0.783288,-1.06746,0.303732,0.312687,0.0136541,-0.170073,-0.200065,-0.214257,-0.0159405,-0.0027699,-0.482662,-0.0335201,-0.158351,0.38561,0.762026,-1.25888,-0.354848,0.607959,0.008931,0.0027064,-0.0524069,0.0666782
0.25556901,2.447293,-0.284109,0.355095,-0.057354,0.153171,-0.0344214,-0.107613,0.0361325,-0.0496372,-0.416145,0.229613,-0.133404,0.0219364,0.0018169,-0.0159471,-0.106613,-0.046308,-0.0160148,0.189348,-0.274734,0.129505,-0.445192,-1.27041,0.196377,0.355306,0.0543196,-0.169164,0.0002162,-0.283631,-0.0078559,-0.0140178,-0.403244,-0.27697,-0.307861,0.270949,1.07672,-0.999681,-0.499649,0.518235,0.0242923,0.0118124,-0.057366,0.0483777
-2.0393376,-1.1656137,-0.420292,0.165897,-0.129115,0.0944588,0.0019637,-0.107512,0.0583229,-0.0291188,-0.405988,0.0994173,-0.132466,-0.0251069,0.0027521,-0.0147615,-0.0939206,-0.0603996,-0.0761323,0.168043,-0.287085,0.0745941,-0.0633225,-1.36432,0.0796864,0.368046,0.0925637,-0.150879,0.197912,-0.213226,0.0057757,-0.0147596,-0.214718,-0.448542,-0.38524,0.0998735,1.30545,-0.65769,-0.618816,0.397618,0.033377,0.0334946,-0.0592297,0.0379408
-2.5291592,-1.3331042,-0.446442,-0.0643259,-0.157356,0.0078695,0.0294142,-0.0964065,0.0650294,0.0008748,-0.364466,-0.0103098,-0.118781,-0.0677605,-0.0059007,-0.0076899,-0.0850924,-0.0700794,-0.126262,0.127135,-0.295644,0.0225596,0.325045,-1.34555,-0.0402288,0.34577,0.118355,-0.120863,0.307849,-0.0359492,0.0147151,-0.0047548,0.0318461,-0.50642,-0.373867,-0.0886039,1.42353,-0.264445,-0.709479,0.250136,0.0273509,0.0608246,-0.0659696,0.0312949
2.9162456,0.31038808,-0.35654,-0.278434,-0.134376,-0.0797644,0.0458358,-0.084368,0.0542333,0.027868,-0.300356,-0.0979668,-0.0940862,-0.106482,-0.0251263,-0.0048347,-0.0802181,-0.0828971,-0.158645,0.0680469,-0.301283,-0.0337939,0.688724,-1.22351,-0.151109,0.283771,0.129242,-0.0899151,0.284675,0.17051,0.0124749,0.0082066,0.274775,-0.439934,-0.274606,-0.253005,1.42161,0.140379,-0.764595,0.0780719,0.0053302,0.0820742,-0.0784218,0.0196671
1.8081664,3.098197,-0.171209,-0.42212,-0.0668076,-0.140929,0.0575772,-0.0787572,0.0332823,0.0421374,-0.217196,-0.162162,-0.0558591,-0.139774,-0.0474535,-0.0133985,-0.0723062,-0.103123,-0.163245,-0.0022109,-0.297063,-0.0987969,1.00588,-1.01302,-0.235383,0.184475,0.131382,-0.0662506,0.14096,0.31897,0.0011241,0.0143078,0.457784,-0.267553,-0.105446,-0.354896,1.30724,0.518967,-0.772783,-0.111488,-0.024699,0.0885429,-0.0893571,-0.0028116
1.0411995,-4.0650995,0.0646161,-0.45535,0.0246651,-0.154422,0.0740193,-0.0786967,0.0134201,0.0425924,-0.117595,-0.197012,-0.0020047,-0.16044,-0.0624065,-0.0321512,-0.0527859,-0.126935,-0.133739,-0.0685887,-0.273661,-0.168522,1.26082,-0.728204,-0.276839,0.0614043,0.134168,-0.0499365,-0.0611199,0.350395,-0.0104251,0.0091496,0.540544,-0.0290118,0.0990567,-0.365245,1.09934,0.843251,-0.72416,-0.302472,-0.0513835,0.0801933,-0.0889126,-0.0336801
-1.5615411,5.3024075,0.289269,-0.363861,0.109325,-0.112974,0.0999023,-0.0758866,0.0019241,0.0362641,-0.0095987,-0.193402,0.062926,-0.157673,-0.0642203,-0.0522514,-0.0189136,-0.143908,-0.0743103,-0.111815,-0.227024,-0.231737,1.4383,-0.382169,-0.26884,-0.0634822,0.142587,-0.0336536,-0.238943,0.256798,-0.0132916,-0.0029966,0.503882,0.223748,0.291162,-0.272732,0.819776,1.09633,-0.618006,-0.472046,-0.0677931,0.0649126,-0.07226,-0.0630669
2.8597139,3.2655447,0.438764,-0.16715,0.155551,-0.0285791,0.131215,-0.0611266,-0.002296,0.0319982,0.0905677,-0.145515,0.125507,-0.124088,-0.0559907,-0.0637817,0.022674,-0.143985,-0.0016258,-0.117178,-0.162433,-0.27655,1.52099,0.0081176,-0.218248,-0.168149,0.153123,-0.0091585,-0.324758,0.0807029,-0.0053936,-0.0125602,0.352171,0.435005,0.419228,-0.0914189,0.487947,1.2679,-0.466432,-0.598466,-0.0756641,0.052036,-0.0436833,-0.0803069
0.93273815,1.3463295,0.466047,0.0823879,0.143325,0.0687308,0.15776,-0.0315867,-0.0064838,0.0332758,0.162362,-0.0576844,0.167913,-0.0625978,-0.0471476,-0.0630424,0.0592292,-0.124874,0.060647,-0.0828317,-0.0918672,-0.297799,1.49309,0.416579,-0.142044,-0.239308,0.156325,0.0255107,-0.291431,-0.106017,0.0070199,-0.0120479,0.114299,0.554289,0.442586,0.137529,0.121515,1.34848,-0.290991,-0.669477,-0.0829741,0.0450854,-0.0139591,-0.0812925
-2.8691613,3.6700843,0.358518,0.312379,0.0746579,0.140835,0.170451,0.0066811,-0.0171037,0.0356575,0.189321,0.053899,0.176756,0.0122673,-0.0461926,-0.0550937,0.0798601,-0.0943224,0.0921809,-0.0219044,-0.0266219,-0.299655,1.34809,0.80775,-0.0587537,-0.276007,0.144082,0.0635883,-0.159301,-0.232559,0.0142075,-0.0017934,-0.158355,0.547406,0.346933,0.354224,-0.258445,1.32783,-0.114266,-0.685643,-0.0967863,0.0392302,0.0070093,-0.0710468
-2.1725508,-0.32365606,0.145529,0.453093,-0.0244804,0.15745,0.167815,0.0428866,-0.033655,0.030754,0.166354,0.166434,0.150424,0.0802591,-0.0542192,-0.0496487,0.0825081,-0.0654398,0.0850098,0.0433873,0.0293121,-0.291557,1.09515,1.1432,0.0195562,-0.285982,0.116095,0.0937862,0.0157573,-0.25561,0.0104401,0.0103045,-0.400187,0.407941,0.152635,0.497726,-0.623268,1.19941,0.0479603,-0.65663,-0.11687,0.0253701,0.0167807,-0.059617
-4.3590023,0.25300676,-0.109317,0.461498,-0.11372,0.110626,0.156809,0.0691604,-0.0480946,0.0136061,0.100956,0.259465,0.0998655,0.124994,-0.0641189,-0.0534578,0.0749081,-0.0483417,0.0457731,0.0920766,0.0801781,-0.280595,0.759057,1.39131,0.0895703,-0.277907,0.0806396,0.108006,0.165702,-0.17266,-0.0015715,0.0148347,-0.547087,0.164207,-0.0894796,0.526454,-0.938205,0.967734,0.188884,-0.593554,-0.134997,-0.0022979,0.0212737,-0.0544295
2.4095353,-1.2006712,-0.329271,0.336454,-0.155971,0.0197358,0.147341,0.08594,-0.050425,-0.012271,0.0077087,0.321626,0.0422366,0.14103,-0.0660612,-0.064968,0.0689038,-0.0440778,-0.0097037,0.112855,0.13311,-0.266147,0.373463,1.53456,0.152518,-0.255423,0.0490287,0.106765,0.235224,-0.019764,-0.0127003,0.008109,-0.556072,-0.124004,-0.3142,0.432351,-1.17003,0.652732,0.306518,-0.503173,-0.140493,-0.0410084,0.0293788,-0.0548927
5.0009297,3.2454249,-0.450458,0.1183,-0.134571,-0.0767255,0.144687,0.101035,-0.0362695,-0.0361804,-0.0997591,0.350982,-0.0082123,0.134037,-0.0550827,-0.0753043,0.0723304,-0.0450691,-0.065326,0.105837,0.190669,-0.24081,-0.0285283,1.56992,0.207482,-0.217118,0.0279448,0.0982886,0.20009,0.143161,-0.0143504,-0.004947,-0.421129,-0.380773,-0.463111,0.242501,-1.29641,0.287346,0.397201,-0.388029,-0.127878,-0.0804935,0.0454407,-0.0532988
3.8687007,-4.893704,-0.441965,-0.126526,-0.0607989,-0.138888,0.145522,0.123116,-0.0106918,-0.04708,-0.213567,0.349595,-0.0459226,0.114578,-0.0350383,-0.0748284,0.0843429,-0.0414411,-0.111089,0.0778325,0.246999,-0.196877,-0.420435,1.50325,0.24789,-0.161921,0.015396,0.091998,0.0743833,0.253694,-0.0050499,-0.0144681,-0.177424,-0.537192,-0.501744,0.0082849,-1.31118,-0.090943,0.452437,-0.25186,-0.100846,-0.109635,0.0653545,-0.0412865
0.20307649,-2.9830076,-0.312597,-0.328436,0.0323127,-0.143653,0.140571,0.15458,0.0147028,-0.04096,-0.330058,0.317152,-0.0731,0.0904328,-0.0159277,-0.0603123,0.09735,-0.0283444,-0.143356,0.0357195,0.290596,-0.133409,-0.782023,1.34241,0.264194,-0.0950935,0.0032827,0.0913678,-0.0946288,0.268533,0.0083371,-0.0131206,0.109138,-0.553189,-0.426403,-0.211938,-1.22236,-0.44946,0.461963,-0.105457,-0.0695905,-0.123731,0.0792573,-0.0169096
4.801297,2.0945184,-0.10373,-0.435394,0.106271,-0.0938529,0.121848,0.189212,0.0293188,-0.0233175,-0.443874,0.249,-0.0937358,0.0630257,-0.0066282,-0.0373144,0.103705,-0.0088126,-0.160445,-0.0167781,0.31163,-0.0584993,-1.09431,1.09451,0.250743,-0.0295798,-0.0154458,0.0915481,-0.242588,0.179285,0.0157326,-0.001714,0.363063,-0.428951,-0.260358,-0.368704,-1.04504,-0.765008,0.420984,0.0323426,-0.0435198,-0.126966,0.0787831,0.0130932
-3.4449845,-2.0699316,0.126229,-0.42455,0.134565,-0.014351,0.0889808,0.216407,0.030236,-0.0049447,-0.542992,0.140311,-0.107819,0.030024,-0.0085254,-0.015985,0.101802,0.0097322,-0.1584,-0.0769145,0.308356,0.0150493,-1.33532,0.769133,0.21148,0.0189552,-0.0405329,0.0835315,-0.311027,0.0171114,0.0114476,0.0113192,0.522145,-0.201962,-0.0439859,-0.43075,-0.794461,-1.02189,0.336087,0.140146,-0.024842,-0.128294,0.0633907,0.0375897
4.5554226,-2.3367453,0.318421,-0.30365,0.112353,0.0615713,0.0498471,0.228757,0.023151,0.0057701,-0.609377,-0.0068059,-0.110452,-0.0087083,-0.0148376,-0.0035001,0.0968511,0.0223026,-0.1313,-0.13809,0.287799,0.0774197,-1.48112,0.384446,0.159785,0.0401549,-0.0638398,0.0616653,-0.270205,-0.156853,-0.001476,0.0162201,0.553161,0.0674654,0.175464,-0.387619,-0.484201,-1.20634,0.225087,0.202664,-0.0078294,-0.13394,0.0409729,0.0487044
4.8139351,-1.041495,0.426267,-0.105493,0.0547571,0.107371,0.0150356,0.227263,0.0170787,0.0082718,-0.625592,-0.17895,-0.0964444,-0.0471764,-0.0161043,0.001147,0.0958368,0.0309498,-0.0763996,-0.187492,0.260238,0.127114,-1.51261,-0.029543,0.112104,0.0343178,-0.0749214,0.0287813,-0.132996,-0.273898,-0.0134829,0.0092368,0.456179,0.314661,0.351655,-0.248762,-0.130059,-1.3029,0.110406,0.216697,0.0157652,-0.142236,0.0222793,0.0470861
-2.6447605,-4.2654106,0.423519,0.120513,-0.0132264,0.112264,-0.0096672,0.220261,0.0169788,0.0090404,-0.583075,-0.353656,-0.0664525,-0.0749972,-0.0076511,0.0060686,0.100737,0.0433722,-0.0000168,-0.209521,0.2317,0.169995,-1.4237,-0.434242,0.0796779,0.0111744,-0.0685578,-0.0049802,0.0474707,-0.285667,-0.0156351,-0.0045197,0.259254,0.485825,0.445416,-0.0420147,0.244479,-1.29657,0.010303,0.19045,0.0493249,-0.144727,0.0133505,0.040865
-2.7147794,-1.553499,0.309008,0.317881,-0.0683165,0.0812973,-0.0270929,0.216886,0.0199606,0.0153652,-0.486323,-0.507259,-0.0293405,-0.0838667,0.0066399,0.0199653,0.105511,0.0664554,0.0811226,-0.193666,0.200115,0.212872,-1.22514,-0.791287,0.0640954,-0.0170054,-0.0485651,-0.028801,0.197821,-0.186081,-0.0063077,-0.0148653,0.0086937,0.546782,0.431739,0.188764,0.606684,-1.17983,-0.0662653,0.136986,0.0876801,-0.132689,0.0116406,0.0391395
2.7088269,-4.4464726,0.108622,0.434177,-0.0961492,0.0291913,-0.0459537,0.220053,0.0179284,0.028607,-0.350088,-0.623298,0.0017452,-0.0738598,0.0171107,0.0451277,0.0995184,0.0996922,0.145399,-0.141619,0.158006,0.256585,-0.941202,-1.07176,0.0595895,-0.0429411,-0.0250281,-0.0383042,0.255232,-0.0163295,0.0075901,-0.0141398,-0.240723,0.486427,0.307734,0.38964,0.919608,-0.9595,-0.118152,0.0667691,0.119967,-0.104117,0.0086932,0.044952
-4.8261531,-3.3286549,-0.127343,0.43405,-0.0925106,-0.0268017,-0.073657,0.224262,0.0045775,0.0422208,-0.191712,-0.696023,0.0172119,-0.0544772,0.0155484,0.0752703,0.075107,0.133698,0.175964,-0.0683276,0.0996053,0.293904,-0.601298,-1.26036,0.0599826,-0.0671226,-0.0070618,-0.0378428,0.195618,0.151264,0.0157702,-0.0029122,-0.434493,0.317628,0.0981658,0.508266,1.15144,-0.65812,-0.145883,-0.0153263,0.136918,-0.065851,-0.0027309,0.0530687
0.44856488,-4.0057869,-0.334187,0.311623,-0.0610858,-0.0713348,-0.110136,0.219862,-0.0186907,0.0461559,-0.0240909,-0.727215,0.0171785,-0.0391108,0.0013818,0.0998404,0.0338007,0.155303,0.168576,0.0043802,0.0269318,0.313872,-0.232187,-1.35266,0.0648103,-0.0941289,0.0034315,-0.0363059,0.0454871,0.244544,0.0122331,0.0104781,-0.527585,0.0765158,-0.146453,0.509504,1.2835,-0.308357,-0.14623,-0.10683,0.137116,-0.0292219,-0.0225318,0.0542111
-0.56044407,-4.4052595,-0.450358,0.0967758,-0.0111794,-0.0926447,-0.147376,0.200548,-0.042572,0.0343651,0.145964,-0.719468,0.0113269,-0.03652,-0.0178253,0.111549,-0.0135901,0.155778,0.132607,0.0578518,-0.0498329,0.309349,0.14454,-1.34871,0.0799269,-0.125684,0.0123297,-0.0396882,-0.129194,0.223791,-0.0003104,0.0161708,-0.494931,-0.181747,-0.361893,0.388972,1.31215,0.0562983,-0.112111,-0.201451,0.127527,-0.0024581,-0.042828,0.0424919
5.1016227,3.0555282,-0.437919,-0.149997,0.0433297,-0.0838164,-0.174986,0.16838,-0.055697,0.0097453,0.313491,-0.671556,0.0122927,-0.0452598,-0.0319418,0.111445,-0.0532125,0.136342,0.0848061,0.0841214,-0.118032,0.282069,0.509109,-1.24841,0.112203,-0.156085,0.0278192,-0.0460995,-0.252548,0.0994252,-0.0125402,0.0101193,-0.34089,-0.393408,-0.489626,0.177392,1.24405,0.40867,-0.038123,-0.285364,0.117957,0.0144538,-0.0535465,0.0203819
3.716172,3.9095742,-0.297628,-0.355113,0.0854163,-0.0452972,-0.187613,0.132558,-0.0522409,-0.0172768,0.46937,-0.579611,0.0271213,-0.054993,-0.0356781,0.107721,-0.0763925,0.107042,0.0402091,0.086543,-0.170053,0.241413,0.838414,-1.05261,0.162501,-0.17378,0.0531009,-0.0470094,-0.272709,-0.0735024,-0.0155374,-0.0029845,-0.102597,-0.502674,-0.496014,-0.0678597,1.08899,0.728927,0.0725045,-0.339686,0.113647,0.0286461,-0.0498242,-0.0025885
-0.079847201,-0.611082,-0.0709176,-0.456372,0.0990269,0.012511,-0.188579,0.102856,-0.035687,-0.0355405,0.597997,-0.443217,0.0527092,-0.0537047,-0.0322413,0.109203,-0.0840494,0.0799115,0.0062191,0.0741218,-0.207083,0.197832,1.1045,-0.768896,0.222474,-0.168124,0.0828594,-0.0337876,-0.18389,-0.221065,-0.0074106,-0.0133417,0.1573,-0.479608,-0.382804,-0.281264,0.85586,1.00026,0.205077,-0.348073,0.111609,0.0479234,-0.0356258,-0.0164432
3.3160792,-2.5971848,0.173452,-0.42444,0.0758817,0.0698638,-0.187033,0.0827194,-0.0159915,-0.040333,0.681247,-0.271465,0.0782267,-0.0356654,-0.0305044,0.11847,-0.08439,0.0614453,-0.0169186,0.0543629,-0.236364,0.155893,1.27925,-0.417122,0.277892,-0.136359,0.106222,-0.0045754,-0.0266484,-0.283557,0.0054269,-0.0134473,0.368412,-0.331636,-0.184555,-0.409793,0.554478,1.20401,0.337386,-0.304365,0.103425,0.0739428,-0.0208499,-0.0177246
-0.66090304,1.5366334,0.362978,-0.272144,0.0215452,0.103824,-0.190788,0.0671966,-0.0023357,-0.0357013,0.706426,-0.0838717,0.0924688,-0.0046262,-0.0378708,0.129827,-0.0859395,0.0497475,-0.0309089,0.0299571,-0.264116,0.112153,1.34294,-0.0297468,0.316259,-0.0855973,0.114019,0.0337217,0.132436,-0.240124,0.0132158,-0.0036611,0.474915,-0.102401,0.0448422,-0.42711,0.201269,1.31926,0.448151,-0.215015,0.082344,0.100234,-0.0141089,-0.0115881
4.0281175,-3.7518583,0.445256,-0.048058,-0.0440149,0.0984942,-0.200287,0.0472676,0.0030882,-0.0303305,0.672721,0.0952811,0.0906668,0.0296037,-0.0542685,0.133647,-0.0912986,0.0380612,-0.0345091,0.0011494,-0.289581,0.0594029,1.2911,0.354596,0.333259,-0.0283022,0.104896,0.0698452,0.230676,-0.114452,0.010258,0.0082096,0.45318,0.14263,0.249527,-0.336833,-0.176626,1.32838,0.524385,-0.0947066,0.0492402,0.116579,-0.0166236,-0.0074959
0.19551338,-3.6986262,0.402598,0.181705,-0.0937454,0.0540274,-0.208251,0.0172408,0.0056642,-0.0302655,0.591525,0.245734,0.0760027,0.0581648,-0.0718348,0.123784,-0.0962392,0.0215674,-0.0233028,-0.0290594,-0.304725,-0.0060322,1.13518,0.700727,0.333425,0.0254188,0.0857288,0.0956881,0.234492,0.0389561,-0.0008459,0.0129474,0.317296,0.337867,0.385541,-0.166363,-0.543157,1.225,0.562993,0.0414997,0.0128689,0.116448,-0.0218034,-0.0118136
1.9824952,-1.9163907,0.253265,0.35488,-0.106074,-0.0115445,-0.205264,-0.0203901,0.0130346,-0.0340792,0.48041,0.357418,0.055278,0.0782554,-0.0805376,0.102433,-0.0945178,0.0019726,0.0055824,-0.0520173,-0.299855,-0.0795386,0.896532,0.983987,0.324771,0.073043,0.0660602,0.111267,0.149738,0.159466,-0.0112908,0.0069465,0.111067,0.437324,0.427644,0.0433539,-0.861191,1.01892,0.566242,0.183853,-0.0158102,0.101862,-0.0207627,-0.022929
-3.6942039,-1.4737979,0.0416929,0.429364,-0.0760148,-0.0699958,-0.187055,-0.0563146,0.0280823,-0.0341636,0.355032,0.4302,0.0326462,0.0926366,-0.0754842,0.0787578,-0.0843404,-0.0137314,0.0478177,-0.0561035,-0.270908,-0.149693,0.598224,1.19089,0.311604,0.118677,0.0508345,0.123478,0.0151865,0.204112,-0.0128498,-0.0050913,-0.108528,0.42494,0.370306,0.24708,-1.10194,0.73403,0.535232,0.327654,-0.0309986,0.0820211,-0.0095379,-0.0325743
